,district,score,education_spend_per_student,avg_household_income,african_american,am_indian_or_alaska_native,asian,filipino,hispanic_or_latino,pacific_islander,white,two_or_more_races,not_reported
698,Round Valley Unified,4.68,21257,38279,0.0,0.584,0.002,0.0,0.29,0.0,0.111,0.01,0.004
699,Rowland Unified,4.33,13586,76914,0.027000000000000003,0.001,0.201,0.067,0.6409999999999999,0.003,0.037000000000000005,0.016,0.006999999999999999
700,Sacramento City Unified,20.35,14667,59648,0.139,0.005,0.17,0.013999999999999999,0.41,0.02,0.16399999999999998,0.07400000000000001,0.004
701,Saddleback Valley Unified,15.39,11797,100470,0.012,0.001,0.087,0.035,0.373,0.002,0.40399999999999997,0.07400000000000001,0.012
702,Saint Helena Unified,114.47,28073,92404,0.004,0.003,0.011000000000000001,0.002,0.53,0.0,0.43700000000000006,0.013000000000000001,0.0
703,Salida Union Elementary,9.32,12999,76157,0.028999999999999998,0.001,0.035,0.013000000000000001,0.619,0.009000000000000001,0.235,0.036000000000000004,0.023
704,Salinas City Elementary,31.83,12690,61037,0.005,0.004,0.006,0.011000000000000001,0.915,0.002,0.043,0.015,0.0
705,Salinas Union High,24.34,12953,65268,0.006999999999999999,0.001,0.009000000000000001,0.016,0.898,0.001,0.06,0.006,0.001
706,San Antonio Union Elementary,13.52,17092,52569,0.008,0.008,0.0,0.008,0.36700000000000005,0.0,0.517,0.025,0.067
707,San Benito High,2.0,12664,86216,0.005,0.003,0.013000000000000001,0.013000000000000001,0.755,0.001,0.17600000000000002,0.016,0.017
708,San Bernardino City Unified,30.7,15714,46743,0.11,0.003,0.013000000000000001,0.004,0.7929999999999999,0.004,0.048,0.016,0.01
709,San Bruno Park Elementary,36.73,12992,110290,0.013999999999999999,0.002,0.16,0.096,0.415,0.051,0.154,0.01,0.099
710,San Carlos Elementary,142.62,14466,181324,0.006,0.001,0.175,0.013999999999999999,0.142,0.005,0.493,0.129,0.035
711,San Diego Unified,1.01,14457,75020,0.077,0.003,0.087,0.046,0.467,0.004,0.225,0.08,0.012
712,San Dieguito Union High,63.35,11865,135646,0.006999999999999999,0.002,0.174,0.008,0.157,0.001,0.584,0.066,0.001
713,San Francisco Unified,68.26,17228,112449,0.07400000000000001,0.003,0.298,0.038,0.319,0.008,0.14400000000000002,0.064,0.051
714,San Gabriel Unified,13.16,13559,70511,0.013999999999999999,0.001,0.46299999999999997,0.019,0.40700000000000003,0.002,0.051,0.023,0.019
715,San Jacinto Unified,43.23,13377,49159,0.079,0.016,0.009000000000000001,0.008,0.738,0.006,0.115,0.027000000000000003,0.001
716,San Jose Unified,30.93,12414,108893,0.025,0.002,0.13699999999999998,0.019,0.529,0.003,0.22399999999999998,0.057999999999999996,0.003
717,San Juan Unified,25.22,13148,63640,0.07,0.006,0.078,0.01,0.254,0.006,0.49700000000000005,0.07200000000000001,0.006
718,San Leandro Unified,6.72,12979,78181,0.11699999999999999,0.002,0.17,0.066,0.486,0.01,0.08,0.053,0.015
719,San Lorenzo Unified,0.31,13748,79082,0.08199999999999999,0.003,0.161,0.067,0.5660000000000001,0.016,0.067,0.031,0.006999999999999999
720,San Lorenzo Valley Unified,6.77,11012,98013,0.006,0.002,0.049,0.01,0.198,0.003,0.589,0.087,0.057
721,San Lucas Union Elementary,19.82,15356,56591,0.0,0.0,0.0,0.0,0.9009999999999999,0.0,0.099,0.0,0.0
722,San Luis Coastal Unified,20.9,13356,65800,0.006999999999999999,0.003,0.033,0.019,0.294,0.002,0.583,0.057,0.001
723,San Marcos Unified,4.26,11775,86027,0.001,0.016,0.055,0.023,0.45899999999999996,0.004,0.39299999999999996,0.049,0.0
724,San Marino Unified,108.59,14406,156429,0.006999999999999999,0.002,0.586,0.019,0.04,0.001,0.22699999999999998,0.113,0.006
725,San Mateo Union High,107.2,19357,130632,0.008,0.001,0.226,0.052000000000000005,0.318,0.019,0.275,0.10099999999999999,0.0
726,San Mateo-Foster City,69.49,12968,134671,0.006999999999999999,0.001,0.259,0.034,0.366,0.021,0.21,0.094,0.008
727,San Miguel Joint Union,28.61,11782,67962,0.006,0.004,0.002,0.001,0.527,0.001,0.425,0.031,0.002
728,San Pasqual Union Elementary,58.68,11627,133375,0.012,0.004,0.012,0.006,0.305,0.002,0.569,0.07200000000000001,0.018000000000000002
729,San Pasqual Valley Unified,12.53,23300,22250,0.006999999999999999,0.499,0.0,0.0,0.43,0.0,0.018000000000000002,0.044000000000000004,0.002
730,San Rafael City Elementary,12.6,13385,90462,0.008,0.004,0.027999999999999997,0.005,0.7070000000000001,0.002,0.22399999999999998,0.021,0.001
731,San Rafael City High,31.7,14820,97421,0.013000000000000001,0.003,0.042,0.005,0.5770000000000001,0.002,0.33,0.026000000000000002,0.002
732,San Ramon Valley Unified,108.78,11378,171717,0.017,0.003,0.40299999999999997,0.037000000000000005,0.08900000000000001,0.002,0.364,0.084,0.0
733,San Ysidro Elementary,17.72,15000,59926,0.025,0.001,0.005,0.038,0.89,0.0,0.017,0.016,0.008
734,Sanger Unified,21.93,12337,70134,0.011000000000000001,0.002,0.12,0.004,0.695,0.002,0.12300000000000001,0.027000000000000003,0.017
735,Santa Ana Unified,8.8,14679,68140,0.002,0.003,0.02,0.002,0.9590000000000001,0.002,0.009000000000000001,0.003,0.001
736,Santa Barbara Unified,4.81,13495,77021,0.006999999999999999,0.003,0.027999999999999997,0.005,0.595,0.001,0.326,0.026000000000000002,0.011000000000000001
737,Santa Clara Elementary,10.67,11068,100625,0.0,0.0,0.0,0.0,0.636,0.0,0.273,0.091,0.0
738,Santa Clara Unified,105.7,19279,129906,0.025,0.005,0.317,0.06,0.33799999999999997,0.005,0.19,0.053,0.006999999999999999
739,Santa Cruz City High,46.82,287,111992,0.019,0.004,0.028999999999999998,0.008,0.385,0.002,0.512,0.04,0.0
740,Santa Maria Joint Union High,17.71,13174,69070,0.006,0.004,0.008,0.015,0.873,0.001,0.08,0.006999999999999999,0.005
741,Santa Maria-Bonita,21.21,13843,63134,0.003,0.002,0.003,0.013000000000000001,0.9490000000000001,0.001,0.022000000000000002,0.004,0.002
742,Santa Monica-Malibu Unified,48.97,16566,101476,0.061,0.002,0.062,0.006999999999999999,0.295,0.002,0.495,0.069,0.008
743,Santa Paula Unified,25.05,14021,59397,0.002,0.001,0.001,0.001,0.958,0.001,0.034,0.002,0.0
744,Santa Rita Union Elementary,34.13,10775,68918,0.006999999999999999,0.001,0.013000000000000001,0.017,0.897,0.003,0.054000000000000006,0.002,0.005
745,Santa Ynez Valley Union High,16.91,13573,92708,0.006,0.006,0.003,0.003,0.465,0.0,0.469,0.047,0.0
746,Santee,6.38,11103,87821,0.02,0.003,0.021,0.017,0.29100000000000004,0.002,0.5479999999999999,0.099,0.0
747,Saratoga Union Elementary,197.94,19764,195784,0.002,0.0,0.57,0.006999999999999999,0.052000000000000005,0.0,0.242,0.062,0.065
748,Saucelito Elementary,24.87,16051,49375,0.026000000000000002,0.013000000000000001,0.013000000000000001,0.0,0.7140000000000001,0.0,0.23399999999999999,0.0,0.0
749,Saugus Union,33.73,11447,115801,0.034,0.002,0.09300000000000001,0.065,0.35600000000000004,0.001,0.39,0.055,0.005
750,Sausalito Marin City,254.86,47176,100792,0.21899999999999997,0.002,0.085,0.004,0.27399999999999997,0.0,0.304,0.105,0.006999999999999999
751,Savanna Elementary,19.5,12462,71306,0.031,0.002,0.133,0.053,0.603,0.01,0.105,0.044000000000000004,0.019
752,Scotia Union Elementary,53.5,14188,37500,0.0,0.032,0.0,0.0,0.149,0.0,0.6859999999999999,0.133,0.0
753,Scott Valley Unified,29.7,14705,52536,0.005,0.09300000000000001,0.018000000000000002,0.0,0.11900000000000001,0.005,0.619,0.113,0.027999999999999997
754,Scotts Valley Unified,28.71,10448,117083,0.003,0.003,0.067,0.01,0.179,0.001,0.621,0.11199999999999999,0.003
755,Sebastopol Union Elementary,25.72,17013,82027,0.011000000000000001,0.009000000000000001,0.009000000000000001,0.006999999999999999,0.24,0.0,0.634,0.081,0.01
756,Seeley Union Elementary,44.23,14477,42917,0.025,0.008,0.0,0.003,0.903,0.005,0.053,0.003,0.0
757,Seiad Elementary,16.42,22444,47969,0.0,0.0,0.0,0.111,0.222,0.0,0.667,0.0,0.0
758,Selma Unified,46.32,14374,41884,0.002,0.002,0.033,0.0,0.912,0.001,0.047,0.002,0.0
759,Semitropic Elementary,72.44,12383,32500,0.035,0.0,0.0,0.0,0.935,0.0,0.024,0.0,0.006
760,Sequoia Union Elementary,36.76,10145,70119,0.0,0.012,0.021,0.003,0.11800000000000001,0.0,0.706,0.012,0.129
761,Sequoia Union High,112.2,19367,134282,0.024,0.003,0.08900000000000001,0.013999999999999999,0.452,0.02,0.35,0.046,0.001
762,Shaffer Union Elementary,46.76,11182,57526,0.027000000000000003,0.037000000000000005,0.011000000000000001,0.005,0.278,0.011000000000000001,0.61,0.021,0.0
763,Shandon Joint Unified,15.31,16148,55972,0.013999999999999999,0.0,0.0,0.004,0.7979999999999999,0.004,0.17,0.004,0.006999999999999999
764,Shasta Union Elementary,33.29,13974,53529,0.018000000000000002,0.035,0.0,0.0,0.132,0.018000000000000002,0.754,0.044000000000000004,0.0
765,Shasta Union High,36.66,12856,56631,0.013000000000000001,0.028999999999999998,0.048,0.006,0.14400000000000002,0.005,0.682,0.067,0.006999999999999999
766,Shiloh Elementary,49.68,11754,52500,0.0,0.0,0.005,0.0,0.599,0.0,0.308,0.0,0.08800000000000001
767,Shoreline Unified,127.23,29722,93608,0.0,0.006,0.01,0.0,0.622,0.006,0.32799999999999996,0.006,0.022000000000000002
768,Sierra Sands Unified,24.73,12280,68347,0.052000000000000005,0.012,0.025,0.018000000000000002,0.304,0.006,0.542,0.039,0.001
769,Sierra Unified,4.58,14484,72239,0.008,0.14400000000000002,0.006,0.006,0.187,0.0,0.61,0.037000000000000005,0.002
770,Sierra-Plumas Joint Unified,27.34,15673,49435,0.008,0.003,0.01,0.0,0.17,0.003,0.7440000000000001,0.033,0.03
771,Silver Fork Elementary,113.84,34769,58438,0.0,0.055999999999999994,0.0,0.0,0.055999999999999994,0.0,0.889,0.0,0.0
772,Silver Valley Unified,24.01,15275,53898,0.086,0.008,0.013000000000000001,0.016,0.386,0.023,0.377,0.084,0.005
773,Simi Valley Unified,11.95,11607,98876,0.011000000000000001,0.001,0.08,0.021,0.4,0.001,0.436,0.047,0.003
774,Siskiyou Union High,30.26,16023,45524,0.02,0.037000000000000005,0.019,0.006999999999999999,0.177,0.002,0.583,0.121,0.034
775,Snelling-Merced Falls Union Elementary,22.91,15667,52750,0.0,0.013000000000000001,0.0,0.0,0.413,0.0,0.52,0.04,0.013000000000000001
776,Snowline Joint Unified,27.26,12695,64394,0.047,0.005,0.011000000000000001,0.004,0.528,0.002,0.317,0.013000000000000001,0.073
777,Solana Beach Elementary,116.43,18531,141600,0.005,0.001,0.267,0.009000000000000001,0.132,0.0,0.473,0.09,0.023
778,Soledad Unified,23.53,13498,63142,0.004,0.001,0.01,0.01,0.9490000000000001,0.001,0.021,0.003,0.0
779,Solvang Elementary,16.65,9326,89104,0.012,0.006999999999999999,0.003,0.005,0.535,0.0,0.39399999999999996,0.025,0.02
780,Somis Union,26.36,13273,101205,0.0,0.0,0.0,0.009000000000000001,0.7040000000000001,0.0,0.265,0.022000000000000002,0.0
781,Sonoma Valley Unified,11.35,14357,84669,0.005,0.004,0.013999999999999999,0.005,0.603,0.002,0.337,0.016,0.015
782,Sonora Elementary,62.52,10336,50089,0.001,0.02,0.024,0.01,0.17600000000000002,0.003,0.721,0.039,0.006
783,Sonora Union High,34.07,13365,56001,0.002,0.01,0.013999999999999999,0.017,0.20199999999999999,0.004,0.698,0.05,0.005
784,Soquel Union Elementary,11.24,11436,82557,0.008,0.005,0.017,0.009000000000000001,0.34,0.002,0.5660000000000001,0.052000000000000005,0.001
785,Soulsbyville Elementary,26.13,9512,81161,0.006,0.011000000000000001,0.0,0.0,0.155,0.0,0.769,0.059000000000000004,0.0
786,South Bay Union,31.4,14442,52588,0.025,0.001,0.004,0.027999999999999997,0.843,0.002,0.069,0.027000000000000003,0.003
787,South Bay Union Elementary,22.22,12869,67258,0.015,0.036000000000000004,0.017,0.003,0.192,0.001,0.614,0.113,0.009000000000000001
788,South Fork Union,61.76,13885,32894,0.0,0.027000000000000003,0.01,0.0,0.162,0.0,0.715,0.065,0.021
789,South Monterey County Joint Union High,33.31,13241,57181,0.003,0.006999999999999999,0.003,0.006,0.941,0.002,0.038,0.002,0.0
790,South Pasadena Unified,17.16,11279,104370,0.015,0.001,0.32799999999999996,0.025,0.23199999999999998,0.0,0.249,0.127,0.023
791,South San Francisco Unified,32.51,13184,106209,0.011000000000000001,0.002,0.142,0.22699999999999998,0.47600000000000003,0.018000000000000002,0.064,0.06,0.001
792,South Whittier Elementary,15.16,14200,65829,0.009000000000000001,0.002,0.004,0.009000000000000001,0.946,0.001,0.026000000000000002,0.004,0.0
793,Southern Humboldt Joint Unified,43.06,13693,47706,0.012,0.026000000000000002,0.009000000000000001,0.0,0.204,0.008,0.6759999999999999,0.054000000000000006,0.012
794,Southern Kern Unified,30.92,12983,60247,0.08900000000000001,0.004,0.008,0.006999999999999999,0.595,0.002,0.249,0.039,0.006
795,Southern Trinity Joint Unified,21.7,27516,26500,0.0,0.057999999999999996,0.0,0.0,0.18600000000000003,0.0,0.6629999999999999,0.09300000000000001,0.0
796,Southside Elementary,10.31,9512,108143,0.02,0.0,0.005,0.0,0.58,0.0,0.39,0.0,0.005
797,Spencer Valley Elementary,342.11,64341,79519,0.092,0.006999999999999999,0.048,0.027000000000000003,0.43700000000000006,0.011000000000000001,0.336,0.04,0.002
798,Spreckels Union Elementary,59.78,9622,144219,0.001,0.001,0.027999999999999997,0.016,0.39299999999999996,0.001,0.483,0.07200000000000001,0.005
799,Springville Union Elementary,61.03,10600,49871,0.0,0.035,0.006999999999999999,0.004,0.261,0.0,0.6609999999999999,0.032,0.0
800,Standard Elementary,64.18,11448,43297,0.03,0.01,0.004,0.002,0.36,0.002,0.5710000000000001,0.022000000000000002,0.0
801,Stanislaus Union Elementary,37.48,11994,60337,0.046,0.008,0.133,0.005,0.518,0.016,0.204,0.023,0.048
802,Stockton Unified,37.98,15106,44393,0.1,0.01,0.087,0.036000000000000004,0.68,0.005,0.047,0.034,0.001
803,Stone Corral Elementary,56.04,13062,41250,0.022000000000000002,0.01,0.017,0.0,0.802,0.003,0.11599999999999999,0.026000000000000002,0.003
804,Stony Creek Joint Unified,64.34,31129,40000,0.0,0.395,0.0,0.0,0.16,0.0,0.40700000000000003,0.037000000000000005,0.0
805,Strathmore Union Elementary,63.05,13644,33145,0.0,0.013000000000000001,0.003,0.0,0.9159999999999999,0.0,0.064,0.004,0.0
806,Sulphur Springs Union,3.9,11201,89165,0.057,0.004,0.040999999999999995,0.057999999999999996,0.5710000000000001,0.001,0.21600000000000003,0.045,0.006999999999999999
807,Summerville Elementary,37.92,11330,63333,0.0,0.094,0.0,0.0,0.156,0.0,0.631,0.099,0.021
808,Summerville Union High,41.53,9016,72238,0.009000000000000001,0.021,0.003,0.003,0.16,0.004,0.732,0.068,0.001
809,Sundale Union Elementary,45.58,10770,60461,0.003,0.006999999999999999,0.006999999999999999,0.0,0.47200000000000003,0.001,0.488,0.021,0.001
810,Sunnyside Union Elementary,65.28,13443,32500,0.0,0.0,0.003,0.0,0.867,0.0,0.127,0.003,0.0
811,Sunnyvale,93.87,15758,138762,0.013000000000000001,0.017,0.298,0.054000000000000006,0.297,0.008,0.214,0.086,0.012
812,Sunol Glen Unified,63.7,12795,131250,0.011000000000000001,0.0,0.271,0.011000000000000001,0.15,0.006999999999999999,0.44,0.11,0.0
813,Surprise Valley Joint Unified,32.53,16388,42019,0.0,0.124,0.0,0.0,0.165,0.0,0.669,0.0,0.040999999999999995
814,Susanville Elementary,58.2,10272,53610,0.011000000000000001,0.045,0.013999999999999999,0.006999999999999999,0.225,0.038,0.575,0.081,0.003
815,Sutter Union High,27.03,11227,71914,0.002,0.016,0.027999999999999997,0.001,0.275,0.001,0.619,0.057,0.0
816,Sweetwater Union High,19.34,12831,69583,0.03,0.004,0.018000000000000002,0.087,0.7090000000000001,0.004,0.10400000000000001,0.04,0.005
817,Sylvan Union Elementary,25.58,11605,71094,0.033,0.004,0.068,0.027000000000000003,0.457,0.012,0.322,0.053,0.024
818,Taft City,64.16,12272,39190,0.008,0.002,0.005,0.003,0.644,0.003,0.315,0.003,0.017
819,Taft Union High,9.03,23039,39520,0.006,0.004,0.003,0.003,0.561,0.002,0.408,0.008,0.005
820,Tahoe-Truckee Unified,35.42,18822,80154,0.003,0.002,0.005,0.0,0.36,0.001,0.585,0.036000000000000004,0.006999999999999999
821,Tamalpais Union High,114.04,19565,134656,0.019,0.003,0.047,0.006,0.142,0.004,0.6990000000000001,0.043,0.037000000000000005
822,Tehachapi Unified,40.44,10710,64571,0.016,0.005,0.011000000000000001,0.003,0.359,0.002,0.5820000000000001,0.021,0.001
823,Temecula Valley Unified,8.04,10666,100688,0.035,0.006999999999999999,0.046,0.051,0.353,0.003,0.405,0.099,0.001
824,Temple City Unified,22.12,11524,74057,0.005,0.001,0.645,0.018000000000000002,0.223,0.002,0.062,0.04,0.003
825,Templeton Unified,0.61,11214,91541,0.002,0.004,0.012,0.001,0.24,0.001,0.652,0.083,0.006
826,Terra Bella Union Elementary,52.41,14635,36071,0.002,0.002,0.006999999999999999,0.006,0.955,0.0,0.027000000000000003,0.0,0.0
827,Thermalito Union Elementary,56.18,14142,35744,0.021,0.031,0.297,0.006,0.13,0.005,0.42700000000000005,0.078,0.006999999999999999
828,Three Rivers Union Elementary,30.77,10618,72188,0.0,0.01,0.01,0.0,0.25,0.0,0.625,0.087,0.019
829,Tipton Elementary,59.44,13528,36398,0.004,0.0,0.009000000000000001,0.0,0.937,0.0,0.047,0.002,0.0
830,Torrance Unified,2.03,11194,93597,0.040999999999999995,0.001,0.28800000000000003,0.05,0.32,0.004,0.201,0.087,0.006
831,Tracy Joint Unified,2.58,12026,89840,0.055,0.003,0.124,0.054000000000000006,0.5329999999999999,0.012,0.174,0.045,0.0
832,Traver Joint Elementary,44.98,13427,47614,0.0,0.0,0.018000000000000002,0.0,0.9690000000000001,0.0,0.004,0.009000000000000001,0.0
833,Travis Unified,20.01,11362,106068,0.109,0.003,0.042,0.10099999999999999,0.271,0.011000000000000001,0.315,0.135,0.013999999999999999
834,Tres Pinos Union Elementary,1.82,9333,102750,0.0,0.0,0.0,0.0,0.27899999999999997,0.0,0.6890000000000001,0.016,0.016
835,Trinidad Union Elementary,47.17,11448,55893,0.0,0.054000000000000006,0.005,0.011000000000000001,0.092,0.005,0.6809999999999999,0.146,0.005
836,Trinity Alps Unified,33.82,15289,46559,0.0,0.055999999999999994,0.006999999999999999,0.0,0.085,0.003,0.735,0.086,0.027000000000000003
837,Trinity Center Elementary,16.8,24143,39750,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
838,Trona Joint Unified,40.51,28066,37679,0.085,0.004,0.008,0.0,0.32799999999999996,0.004,0.521,0.05,0.0
839,Tulare City,40.28,12773,54367,0.026000000000000002,0.004,0.017,0.004,0.795,0.001,0.139,0.013000000000000001,0.001
840,Tulare Joint Union High,34.98,14165,51324,0.024,0.003,0.013000000000000001,0.004,0.7809999999999999,0.002,0.163,0.005,0.005
841,Tulelake Basin Joint Unified,43.31,16216,34896,0.005,0.002,0.002,0.0,0.799,0.0,0.15,0.015,0.027000000000000003
842,Turlock Unified,37.52,12863,55962,0.02,0.006,0.055999999999999994,0.001,0.5920000000000001,0.005,0.294,0.013000000000000001,0.013000000000000001
843,Tustin Unified,1.66,11031,91676,0.016,0.001,0.207,0.023,0.466,0.003,0.22899999999999998,0.05,0.005
844,Twain Harte,10.69,15813,76895,0.0,0.0,0.008,0.0,0.182,0.016,0.755,0.04,0.0
845,Twin Hills Union Elementary,9.99,11000,100457,0.003,0.005,0.013000000000000001,0.005,0.183,0.001,0.708,0.083,0.0
846,Twin Ridges Elementary,0.85,19969,48819,0.0,0.0,0.0,0.0,0.134,0.0,0.732,0.134,0.0
847,Twin Rivers Unified,32.63,14648,50649,0.11900000000000001,0.006999999999999999,0.11,0.009000000000000001,0.41600000000000004,0.013999999999999999,0.262,0.045,0.018000000000000002
848,Two Rock Union,0.19,13355,81136,0.016,0.0,0.008,0.0,0.52,0.0,0.39,0.057,0.008
849,Ukiah Unified,35.05,13764,53277,0.006,0.051,0.009000000000000001,0.006,0.5329999999999999,0.0,0.35,0.04,0.004
850,Union Elementary,90.59,12126,154506,0.011000000000000001,0.002,0.34299999999999997,0.01,0.154,0.001,0.386,0.086,0.005
851,Union Hill Elementary,33.92,10575,70074,0.001,0.004,0.003,0.0,0.136,0.0,0.6990000000000001,0.039,0.11699999999999999
852,Upland Unified,17.12,12066,75048,0.076,0.001,0.054000000000000006,0.017,0.585,0.004,0.225,0.021,0.017
853,Upper Lake Unified,43.49,13171,50000,0.006999999999999999,0.073,0.012,0.001,0.33,0.0,0.527,0.046,0.005
854,Vacaville Unified,7.69,11479,84968,0.057999999999999996,0.004,0.027999999999999997,0.035,0.39,0.006,0.385,0.09,0.005
855,Val Verde Unified,13.54,13534,70358,0.11699999999999999,0.003,0.015,0.012,0.784,0.002,0.042,0.018000000000000002,0.006
856,Valle Lindo Elementary,26.39,13121,62911,0.004,0.0,0.07400000000000001,0.003,0.9109999999999999,0.0,0.006,0.001,0.001
857,Vallecito Union,19.8,15430,56234,0.002,0.013000000000000001,0.006,0.004,0.175,0.004,0.735,0.055,0.006999999999999999
858,Vallecitos Elementary,19.26,13634,65625,0.005,0.0,0.0,0.0,0.898,0.0,0.086,0.011000000000000001,0.0
859,Vallejo City Unified,16.77,13268,69300,0.257,0.003,0.028999999999999998,0.138,0.45399999999999996,0.019,0.065,0.027999999999999997,0.005
860,Valley Center-Pauma Unified,3.49,12289,89200,0.005,0.08800000000000001,0.009000000000000001,0.003,0.595,0.0,0.243,0.046,0.01
861,Valley Home Joint Elementary,8.39,11440,97072,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.0,0.359,0.0,0.5589999999999999,0.027999999999999997,0.034
862,Ventura Unified,12.82,12006,78534,0.011000000000000001,0.002,0.027000000000000003,0.006999999999999999,0.5489999999999999,0.001,0.36200000000000004,0.04,0.0
863,Victor Elementary,53.29,11626,50470,0.17800000000000002,0.011000000000000001,0.013999999999999999,0.008,0.644,0.006,0.11800000000000001,0.02,0.0
864,Victor Valley Union High,33.7,13948,53356,0.16699999999999998,0.004,0.017,0.01,0.677,0.006,0.07400000000000001,0.035,0.01
865,Vineland Elementary,72.19,12788,30665,0.0,0.0,0.0,0.0,0.9890000000000001,0.0,0.011000000000000001,0.0,0.0
866,Visalia Unified,35.48,12279,60393,0.013999999999999999,0.005,0.040999999999999995,0.008,0.6970000000000001,0.002,0.18100000000000002,0.026000000000000002,0.027999999999999997
868,Vista Unified,0.97,14041,78566,0.022000000000000002,0.003,0.02,0.013999999999999999,0.655,0.006,0.225,0.055,0.001
869,Walnut Creek Elementary,8.83,11373,97735,0.025,0.003,0.152,0.022000000000000002,0.149,0.002,0.532,0.102,0.013000000000000001
870,Walnut Valley Unified,16.19,11162,104237,0.013999999999999999,0.0,0.601,0.057999999999999996,0.226,0.004,0.055999999999999994,0.039,0.001
871,Warner Unified,21.33,22897,49333,0.037000000000000005,0.067,0.068,0.012,0.305,0.001,0.40399999999999997,0.09,0.016
872,Wasco Union Elementary,58.61,12982,39750,0.015,0.001,0.009000000000000001,0.0,0.9440000000000001,0.0,0.027999999999999997,0.002,0.002
873,Wasco Union High,63.09,12441,39137,0.012,0.0,0.002,0.001,0.943,0.0,0.042,0.0,0.001
874,Washington Colony Elementary,42.67,11570,58611,0.013000000000000001,0.006999999999999999,0.018000000000000002,0.0,0.897,0.0,0.055999999999999994,0.009000000000000001,0.0
877,Washington Union Elementary,50.41,10214,134323,0.004,0.0,0.057,0.019,0.254,0.0,0.579,0.08199999999999999,0.005
878,Waterford Unified,24.2,13966,60304,0.017,0.005,0.032,0.003,0.546,0.001,0.354,0.034,0.006999999999999999
879,Waugh Elementary,26.75,10715,114297,0.009000000000000001,0.0,0.051,0.012,0.20800000000000002,0.006,0.615,0.08900000000000001,0.01
880,Waukena Joint Union Elementary,58.85,12725,40855,0.0,0.0,0.0,0.0,0.902,0.0,0.076,0.022000000000000002,0.0
881,Weaver Union,44.75,12707,51382,0.040999999999999995,0.004,0.14400000000000002,0.004,0.69,0.003,0.08199999999999999,0.024,0.008
882,Weed Union Elementary,43.76,16802,31633,0.064,0.044000000000000004,0.07400000000000001,0.0,0.248,0.003,0.44,0.128,0.0
883,West Contra Costa Unified,2.49,14231,78737,0.134,0.002,0.1,0.048,0.562,0.005,0.10099999999999999,0.047,0.002
884,West Covina Unified,17.01,14780,86748,0.078,0.004,0.09,0.033,0.6709999999999999,0.004,0.10300000000000001,0.016,0.002
885,West Park Elementary,49.49,12661,48105,0.017,0.002,0.061,0.005,0.794,0.0,0.10400000000000001,0.011000000000000001,0.006
886,West Side Union Elementary,0.83,11556,89667,0.0,0.006,0.0,0.0,0.35,0.0,0.5920000000000001,0.051,0.0
887,West Sonoma County Union High,3.87,14139,80223,0.017,0.013999999999999999,0.027000000000000003,0.005,0.253,0.001,0.642,0.042,0.0
888,Western Placer Unified,6.81,11111,87463,0.022000000000000002,0.006999999999999999,0.025,0.021,0.275,0.005,0.578,0.052000000000000005,0.013000000000000001
889,Westminster,31.29,12293,63422,0.006999999999999999,0.002,0.37200000000000005,0.01,0.449,0.006,0.11699999999999999,0.03,0.006999999999999999
890,Westmorland Union Elementary,42.62,15898,37000,0.019,0.0,0.003,0.0,0.9570000000000001,0.0,0.022000000000000002,0.0,0.0
891,Westside Elementary,16.4,19128,40250,0.036000000000000004,0.006999999999999999,0.02,0.006,0.47100000000000003,0.003,0.39299999999999996,0.045,0.02
892,Westside Union Elementary,4.11,10765,91196,0.105,0.002,0.025,0.016,0.502,0.001,0.292,0.057,0.002
893,Westwood Unified,38.89,15578,41364,0.021,0.095,0.0,0.0,0.18,0.0,0.688,0.016,0.0
894,Wheatland,10.8,13517,72473,0.031,0.005,0.013999999999999999,0.013000000000000001,0.275,0.009000000000000001,0.516,0.126,0.01
895,Wheatland Union High,6.49,12833,88694,0.034,0.012,0.035,0.013000000000000001,0.29600000000000004,0.012,0.45899999999999996,0.083,0.055999999999999994
896,Whitmore Union Elementary,41.12,25300,51964,0.013999999999999999,0.016,0.006,0.002,0.11,0.0,0.7709999999999999,0.040999999999999995,0.040999999999999995
897,Whittier City Elementary,20.57,12453,70564,0.01,0.002,0.008,0.004,0.9109999999999999,0.001,0.032,0.008,0.025
898,Whittier Union High,9.45,15862,75733,0.013000000000000001,0.002,0.013999999999999999,0.012,0.892,0.002,0.061,0.002,0.001
899,William S. Hart Union High,21.78,11989,104240,0.039,0.002,0.07400000000000001,0.05,0.42200000000000004,0.002,0.364,0.045,0.002
900,Williams Unified,24.07,12780,66333,0.001,0.001,0.011000000000000001,0.0,0.9620000000000001,0.0,0.022000000000000002,0.002,0.0
901,Willits Unified,36.31,14219,50068,0.009000000000000001,0.051,0.006,0.001,0.317,0.001,0.41700000000000004,0.038,0.16
902,Willow Creek Elementary,22.68,23742,46111,0.0,0.08800000000000001,0.0,0.0,0.147,0.0,0.618,0.11800000000000001,0.028999999999999998
903,Willow Grove Union Elementary,99.14,25077,96042,0.0,0.0,0.0,0.0,0.833,0.0,0.16699999999999998,0.0,0.0
904,Willows Unified,67.34,10083,47785,0.009000000000000001,0.021,0.044000000000000004,0.001,0.525,0.002,0.369,0.021,0.006999999999999999
